section,subsection,diseaseId,name,icd10,moduleFile,quality_status,clinical_priority,source_pack,last_reviewed_at,freshness_sla_days,freshness_due_at,freshness_status,review_owner,clinical_editor_review,senior_board_signoff_status,clinical_table_contract,decision_tree_contract,release_blocker
andrology,sexual,delayed-ejaculation,Замедленная эякуляция,N53.8,delayedEjaculationData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
andrology,sexual,hematospermia,Гематоспермия,N53.8,hematospermiaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU|ESHRE,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
andrology,sexual,male-genital-lichen-planus,Генитальный красный плоский лишай,L43.9,maleGenitalLichenPlanusData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
andrology,sexual,male-pelvic-floor-dysfunction,Дисфункция тазового дна у мужчин,M62.8,malePelvicFloorDysfunctionData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
andrology,sexual,orchialgia,Орхиалгия (хроническая боль в яичке),N50.8,orchialgiaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
andrology,sexual,penile-lichen-sclerosus,Склероатрофический лихен полового члена,L90.0,penileLichenSclerosusData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
andrology,sexual,penile-mondor-disease,Болезнь Мондора полового члена,I80.8,penileMondorDiseaseData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
andrology,sexual,penile-trauma,Травма полового члена,S39.8,penileTraumaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
andrology,sexual,post-vasectomy-pain,Поствазэктомический болевой синдром,N53.8,postVasectomyPainData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
andrology,sexual,retrograde-ejaculation,Ретроградная эякуляция,N53.8,retrogradeEjaculationData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
andrology,sexual,spermatorrhea,Сперматорея,N53.8,spermatorrheaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU|ESHRE,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
andrology,sexual,testicular-atrophy,Атрофия яичка,N50.0,testicularAtrophyData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
pediatric,,enuresis,Энурез (ночное недержание),F98.0,enuresisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
pediatric,,spermatocele,Сперматоцеле,N50.3,spermatoceleData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU|ESHRE,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,functional,bladder-outlet-obstruction,Обструкция выхода мочевого пузыря,N32.0,bladderOutletObstructionData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,functional,nocturia,Ноктурия,R35.1,nocturiaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,functional,pollakiuria,Поллакиурия,R35.0,pollakiuriaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,functional,seminal-vesicle-disease,Заболевания семенных пузырьков,N50.0,seminalVesicleData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,functional,urethral-hypersensitivity,Гиперчувствительность уретры,N36.8,urethralHypersensitivityData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,functional,vesicocutaneous-fistula,Пузырно-кожный свищ,N82.8,vesicocutaneousFistulaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,infections,actinomycosis-gu,Актиномикоз мочеполовой,A42.8,actinomycosisGUData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,asymptomatic-bacteriuria,Бессимптомная бактериурия,R82.7,asymptomaticBacteriuriaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,candida-balanitis,Кандидозный баланопостит,B37.4,candidaBalanitisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,chronic-pyelonephritis,Хронический пиелонефрит,N11,chronicPyelonephritisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,condyloma-acuminata,Остроконечные кондиломы (ВПЧ),A63.0,condylomaAcuminataData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,cowperitis,Куперит (бульбоуретрит),N34.2,cowperitisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,genital-herpes,Герпес генитальный,A60.0,genitalHerpesData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,genital-mycoplasma,Микоплазменная инфекция мочеполовая,A49.3,genitalMycoplasmaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,prostatovesiculitis,Простатовезикулит,N50.0,prostatovesiculitisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,schistosomiasis-gu,Шистосомоз мочеполовой,B65.0,schistosomiasisGuData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,trichomoniasis-gu,Трихомониаз мочеполовой,A59.0,trichomoniasisGuData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,urethritis,Уретрит,N34,urethritisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,infections,xanthogranulomatous-pyelonephritis,Ксантогранулематозный пиелонефрит,N12,xanthogranulomatousPyelonephritisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,nephrology,acute-kidney-injury,Острое повреждение почек (ОПП),N17,acuteKidneyInjuryData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,analgesic-nephropathy,Анальгетическая нефропатия,N14.0,analgesicNephropathyData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,ckd,Хроническая болезнь почек,N18,ckdData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,cystinuria,Цистинурия,E72.0,cystinuriaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,diabetic-nephropathy,Диабетическая нефропатия,E11.2,diabeticNephropathyData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,glomerulonephritis,Гломерулонефрит,N00-N08,glomerulonephritisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,hypercalciuria,Гиперкальциурия,E83.5,hypercalciuriaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,hyperoxaluria,Гипероксалурия,E72.5,hyperoxaluriaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,hyperuricosuria,Гиперурикозурия,E79.0,hyperuricosuriaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,iga-nephropathy,IgA-нефропатия (Берже),N02,igaNephropathyData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,interstitial-nephritis,Интерстициальный нефрит,N10,interstitialNephritisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,membranous-nephropathy,Мембранозная нефропатия,N05,membranousNephropathyData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,nephroptosis,Нефроптоз,N28.8,nephroptosisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,nephrotic-syndrome,Нефротический синдром,N04,nephroticSyndromeData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,papillary-necrosis,Папиллярный некроз,N17.0,papillaryNecrosisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,polycystic-kidney,Поликистозная болезнь почек,Q61.2,polycysticKidneyData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,renal-abscess,Абсцесс почки,N15.1,renalAbscessData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,renal-angiomyolipoma,Ангиомиолипома почки,D30.0,renalAngiomyolipomaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,renal-artery-stenosis,Стеноз почечной артерии,I70.1,renalArteryStenosisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,renal-cysts,Кисты почек,N28.1,renalCystsData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,renal-infarction,Инфаркт почки,N28.0,renalInfarctionData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,renal-trauma,Травма почки,S37.0,renalTraumaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,renal-vein-thrombosis,Тромбоз почечной вены,I82.3,renalVeinThrombosisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,nephrology,ureteral-trauma,Травма мочеточника,S37.1,ureteralTraumaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,oncology,adrenal-cancer,Рак надпочечника,C74.0,adrenalCancerData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,oncology,adrenal-incidentaloma,Инциденталома надпочечника,E27.8,adrenalIncidentalomaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,oncology,benign-bladder-neoplasm,Доброкачественное новообразование мочевого пузыря,D30.3,benignBladderNeoplasmData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,oncology,bladder-carcinoma-in-situ,Карцинома in situ мочевого пузыря,D09.0,bladderCarcinomaInSituData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,oncology,paraganglioma-bladder,Параганглиома мочевого пузыря,D35.4,paragangliomaBladderData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,oncology,prostatic-intraepithelial-neoplasia,Простатическая интраэпителиальная неоплазия (PIN),D40.0,prostaticIntraepithelialNeoplasiaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
urology,pain,malakoplakia,Малакоплакия мочевого пузыря,N32.8,malakoplakiaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,bladder-diverticulum,Дивертикул мочевого пузыря,N32.3,bladderDiverticulumData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,bladder-endometriosis,Эндометриоз мочевого пузыря,N80.1,bladderEndometriosisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,bladder-rupture,Разрыв мочевого пузыря,S37.2,bladderRuptureData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,catheter-complication,Механическое осложнение мочевого катетера,T83.0,catheterComplicationData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,chyluria,Хилурия,R82.0,chyluriaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,enterovesical-fistula,Кишечно-пузырный свищ,N32.1,enterovesicalFistulaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,hematuria,Гематурия,R31,hematuriaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,leukoplakia,Лейкоплакия мочевого пузыря,N32.8,leukoplakiaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,meatal-stenosis,Стеноз наружного меатуса,N36.0,meatalStenosisData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,pelvic-fracture-urethral-injury,Травма уретры при переломе таза,S37.2,pelvicFractureUrethralInjuryData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,penile-fracture,Перелом полового члена,S39.8,penileFractureData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,scrotal-trauma,Травма мошонки,S30.2,scrotalTraumaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,stent-symptoms,Стент-симптомы,T83.1,stentSymptomsData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,urethral-caruncle,Уретральный карункул,N36.8,urethralCaruncleData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,urethral-diverticulum,Дивертикул уретры,N36.2,urethralDiverticulumData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,urethral-prolapse,Выпадение уретры,N36.1,urethralProlapseData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,urethral-trauma,Травма уретры,S37.3,urethralTraumaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,urogenital-fistula,Урогенитальные свищи,N82,urogenitalFistulaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,reconstructive,vesicovaginal-fistula,Пузырно-влагалищный свищ,N82.0,vesicovaginalFistulaData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,not-required,none
urology,stones,urethral-stones,Камни уретры,N21.1,urethralStonesData.js,quality-ready,C,EAU|AUA/ASRM|WHO|RU,2026-05-10,365,2027-05-10,fresh,content-lead,content-structure-pass,scheduled-board-wave,responsive-table-or-card-row,decision-tree-supported,none
